# Simplified BRI country polygons for offline thematic rendering.
# Format: COUNTRY<TAB>CAMEO_CODE<TAB>centerLon<TAB>centerLat<TAB>lon,lat lon,lat ...
COUNTRY	CHN	104.1954	35.8617	98.0754,46.8617 121.1954,41.5817 121.1954,33.2217 113.7154,24.8617 98.0754,24.8617 87.1954,31.4617 87.1954,40.7017 98.0754,46.8617
COUNTRY	IDN	113.9213	-0.7893	107.8013,5.2107 130.9213,2.3307 130.9213,-2.2293 123.4413,-6.7893 107.8013,-6.7893 96.9213,-3.1893 96.9213,1.8507 107.8013,5.2107
COUNTRY	MYS	101.9758	4.2105	99.4558,7.7105 108.9758,6.0305 108.9758,3.3705 105.8958,0.7105 99.4558,0.7105 94.9758,2.8105 94.9758,5.7505 99.4558,7.7105
COUNTRY	THA	100.9925	15.8700	99.3725,21.8700 105.4925,18.9900 105.4925,14.4300 103.5125,9.8700 99.3725,9.8700 96.4925,13.4700 96.4925,18.5100 99.3725,21.8700
COUNTRY	VNM	108.2772	14.0583	106.8372,21.0583 112.2772,17.6983 112.2772,12.3783 110.5172,7.0583 106.8372,7.0583 104.2772,11.2583 104.2772,17.1383 106.8372,21.0583
COUNTRY	SGP	103.8198	1.3521	102.8118,3.7521 106.6198,2.6001 106.6198,0.7761 105.3878,-1.0479 102.8118,-1.0479 101.0198,0.3921 101.0198,2.4081 102.8118,3.7521
COUNTRY	PHL	121.7740	12.8797	119.9740,18.8797 126.7740,15.9997 126.7740,11.4397 124.5740,6.8797 119.9740,6.8797 116.7740,10.4797 116.7740,15.5197 119.9740,18.8797
COUNTRY	KHM	104.9910	12.5657	103.3710,16.5657 109.4910,14.6457 109.4910,11.6057 107.5110,8.5657 103.3710,8.5657 100.4910,10.9657 100.4910,14.3257 103.3710,16.5657
COUNTRY	LAO	102.4955	19.8563	100.8755,23.8563 106.9955,21.9363 106.9955,18.8963 105.0155,15.8563 100.8755,15.8563 97.9955,18.2563 97.9955,21.6163 100.8755,23.8563
COUNTRY	MMR	95.9560	21.9162	94.1560,28.9162 100.9560,25.5562 100.9560,20.2362 98.7560,14.9162 94.1560,14.9162 90.9560,19.1162 90.9560,24.9962 94.1560,28.9162
COUNTRY	BRN	114.7277	4.5353	113.7197,6.9353 117.5277,5.7833 117.5277,3.9593 116.2957,2.1353 113.7197,2.1353 111.9277,3.5753 111.9277,5.5913 113.7197,6.9353
COUNTRY	IND	78.9629	20.5937	75.0029,29.5937 89.9629,25.2737 89.9629,18.4337 85.1229,11.5937 75.0029,11.5937 67.9629,16.9937 67.9629,24.5537 75.0029,29.5937
COUNTRY	PAK	69.3451	30.3753	66.4651,36.8753 77.3451,33.7553 77.3451,28.8153 73.8251,23.8753 66.4651,23.8753 61.3451,27.7753 61.3451,33.2353 66.4651,36.8753
COUNTRY	BGD	90.3563	23.6850	88.5563,27.6850 95.3563,25.7650 95.3563,22.7250 93.1563,19.6850 88.5563,19.6850 85.3563,22.0850 85.3563,25.4450 88.5563,27.6850
COUNTRY	LKA	80.7718	7.8731	79.7638,10.2731 83.5718,9.1211 83.5718,7.2971 82.3398,5.4731 79.7638,5.4731 77.9718,6.9131 77.9718,8.9291 79.7638,10.2731
COUNTRY	NPL	84.1240	28.3949	83.1160,30.7949 86.9240,29.6429 86.9240,27.8189 85.6920,25.9949 83.1160,25.9949 81.3240,27.4349 81.3240,29.4509 83.1160,30.7949
COUNTRY	KAZ	66.9237	48.0196	60.8037,55.0196 83.9237,51.6596 83.9237,46.3396 76.4437,41.0196 60.8037,41.0196 49.9237,45.2196 49.9237,51.0996 60.8037,55.0196
COUNTRY	KGZ	74.7661	41.2044	72.4261,45.2044 81.2661,43.2844 81.2661,40.2444 78.4061,37.2044 72.4261,37.2044 68.2661,39.6044 68.2661,42.9644 72.4261,45.2044
COUNTRY	TJK	71.2761	38.8610	68.9361,42.8610 77.7761,40.9410 77.7761,37.9010 74.9161,34.8610 68.9361,34.8610 64.7761,37.2610 64.7761,40.6210 68.9361,42.8610
COUNTRY	TKM	59.5563	38.9697	57.2163,42.9697 66.0563,41.0497 66.0563,38.0097 63.1963,34.9697 57.2163,34.9697 53.0563,37.3697 53.0563,40.7297 57.2163,42.9697
COUNTRY	UZB	64.5853	41.3775	62.2453,45.3775 71.0853,43.4575 71.0853,40.4175 68.2253,37.3775 62.2453,37.3775 58.0853,39.7775 58.0853,43.1375 62.2453,45.3775
COUNTRY	IRN	53.6880	32.4279	49.7280,39.4279 64.6880,36.0679 64.6880,30.7479 59.8480,25.4279 49.7280,25.4279 42.6880,29.6279 42.6880,35.5079 49.7280,39.4279
COUNTRY	SAU	45.0792	23.8859	41.4792,30.8859 55.0792,27.5259 55.0792,22.2059 50.6792,16.8859 41.4792,16.8859 35.0792,21.0859 35.0792,26.9659 41.4792,30.8859
COUNTRY	ARE	53.8478	23.4241	52.0478,26.9241 58.8478,25.2441 58.8478,22.5841 56.6478,19.9241 52.0478,19.9241 48.8478,22.0241 48.8478,24.9641 52.0478,26.9241
COUNTRY	TUR	35.2433	38.9637	32.0033,43.9637 44.2433,41.5637 44.2433,37.7637 40.2833,33.9637 32.0033,33.9637 26.2433,36.9637 26.2433,41.1637 32.0033,43.9637
COUNTRY	EGY	30.8025	26.8206	28.6425,31.8206 36.8025,29.4206 36.8025,25.6206 34.1625,21.8206 28.6425,21.8206 24.8025,24.8206 24.8025,29.0206 28.6425,31.8206
COUNTRY	ETH	40.4897	9.1450	38.3297,14.1450 46.4897,11.7450 46.4897,7.9450 43.8497,4.1450 38.3297,4.1450 34.4897,7.1450 34.4897,11.3450 38.3297,14.1450
COUNTRY	KEN	37.9062	-0.0236	36.1062,4.9764 42.9062,2.5764 42.9062,-1.2236 40.7062,-5.0236 36.1062,-5.0236 32.9062,-2.0236 32.9062,2.1764 36.1062,4.9764
COUNTRY	ZAF	22.9375	-30.5595	20.0575,-25.5595 30.9375,-27.9595 30.9375,-31.7595 27.4175,-35.5595 20.0575,-35.5595 14.9375,-32.5595 14.9375,-28.3595 20.0575,-25.5595
COUNTRY	RUS	105.3188	61.5240	90.4148,70.5240 146.7188,66.2040 146.7188,59.3640 128.5028,52.5240 90.4148,52.5240 63.9188,57.9240 63.9188,65.4840 90.4148,70.5240
COUNTRY	POL	19.1451	51.9194	17.5251,55.4194 23.6451,53.7394 23.6451,51.0794 21.6651,48.4194 17.5251,48.4194 14.6451,50.5194 14.6451,53.4594 17.5251,55.4194
COUNTRY	HUN	19.5033	47.1625	18.4233,49.6625 22.5033,48.4625 22.5033,46.5625 21.1833,44.6625 18.4233,44.6625 16.5033,46.1625 16.5033,48.2625 18.4233,49.6625
COUNTRY	SRB	21.0059	44.0165	19.9259,46.5165 24.0059,45.3165 24.0059,43.4165 22.6859,41.5165 19.9259,41.5165 18.0059,43.0165 18.0059,45.1165 19.9259,46.5165
COUNTRY	GRC	21.8243	39.0742	20.5643,42.0742 25.3243,40.6342 25.3243,38.3542 23.7843,36.0742 20.5643,36.0742 18.3243,37.8742 18.3243,40.3942 20.5643,42.0742
COUNTRY	NZL	174.8860	-40.9006	173.0860,-36.9006 179.8000,-38.8206 179.8000,-41.8606 177.6860,-44.9006 173.0860,-44.9006 169.8860,-42.5006 169.8860,-39.1406 173.0860,-36.9006
COUNTRY	AFG	67.7100	33.9391	65.1900,38.9391 74.7100,36.5391 74.7100,32.7391 71.6300,28.9391 65.1900,28.9391 60.7100,31.9391 60.7100,36.1391 65.1900,38.9391
COUNTRY	ALB	20.1683	41.1533	19.1603,43.5533 22.9683,42.4013 22.9683,40.5773 21.7363,38.7533 19.1603,38.7533 17.3683,40.1933 17.3683,42.2093 19.1603,43.5533
COUNTRY	DZA	1.6596	28.0339	-2.3004,35.0339 12.6596,31.6739 12.6596,26.3539 7.8196,21.0339 -2.3004,21.0339 -9.3404,25.2339 -9.3404,31.1139 -2.3004,35.0339
COUNTRY	AGO	17.8739	-11.2027	15.3539,-5.2027 24.8739,-8.0827 24.8739,-12.6427 21.7939,-17.2027 15.3539,-17.2027 10.8739,-13.6027 10.8739,-8.5627 15.3539,-5.2027
COUNTRY	ARG	-63.6167	-38.4161	-66.8567,-27.4161 -54.6167,-32.6961 -54.6167,-41.0561 -58.5767,-49.4161 -66.8567,-49.4161 -72.6167,-42.8161 -72.6167,-33.5761 -66.8567,-27.4161
COUNTRY	ARM	45.0382	40.0691	44.0302,42.4691 47.8382,41.3171 47.8382,39.4931 46.6062,37.6691 44.0302,37.6691 42.2382,39.1091 42.2382,41.1251 44.0302,42.4691
COUNTRY	AUT	14.5501	47.5162	13.4701,49.5162 17.5501,48.5562 17.5501,47.0362 16.2301,45.5162 13.4701,45.5162 11.5501,46.7162 11.5501,48.3962 13.4701,49.5162
COUNTRY	AZE	47.5769	40.1431	46.4969,42.6431 50.5769,41.4431 50.5769,39.5431 49.2569,37.6431 46.4969,37.6431 44.5769,39.1431 44.5769,41.2431 46.4969,42.6431
COUNTRY	BHR	50.6378	25.9304	49.6298,28.3304 53.4378,27.1784 53.4378,25.3544 52.2058,23.5304 49.6298,23.5304 47.8378,24.9704 47.8378,26.9864 49.6298,28.3304
COUNTRY	BLR	27.9534	53.7098	26.1534,57.2098 32.9534,55.5298 32.9534,52.8698 30.7534,50.2098 26.1534,50.2098 22.9534,52.3098 22.9534,55.2498 26.1534,57.2098
COUNTRY	BEL	4.4699	50.5039	3.3899,53.0039 7.4699,51.8039 7.4699,49.9039 6.1499,48.0039 3.3899,48.0039 1.4699,49.5039 1.4699,51.6039 3.3899,53.0039
COUNTRY	BEN	2.3158	9.3077	0.5158,13.3077 7.3158,11.3877 7.3158,8.3477 5.1158,5.3077 0.5158,5.3077 -2.6842,7.7077 -2.6842,11.0677 0.5158,13.3077
COUNTRY	BTN	90.4336	27.5142	89.4256,29.9142 93.2336,28.7622 93.2336,26.9382 92.0016,25.1142 89.4256,25.1142 87.6336,26.5542 87.6336,28.5702 89.4256,29.9142
COUNTRY	BOL	-63.5887	-16.2902	-65.7487,-10.2902 -57.5887,-13.1702 -57.5887,-17.7302 -60.2287,-22.2902 -65.7487,-22.2902 -69.5887,-18.6902 -69.5887,-13.6502 -65.7487,-10.2902
COUNTRY	BIH	17.6791	43.9159	16.6711,46.3159 20.4791,45.1639 20.4791,43.3399 19.2471,41.5159 16.6711,41.5159 14.8791,42.9559 14.8791,44.9719 16.6711,46.3159
COUNTRY	BWA	24.6849	-22.3285	22.8849,-18.3285 29.6849,-20.2485 29.6849,-23.2885 27.4849,-26.3285 22.8849,-26.3285 19.6849,-23.9285 19.6849,-20.5685 22.8849,-18.3285
COUNTRY	BGR	25.4858	42.7339	24.0458,45.2339 29.4858,44.0339 29.4858,42.1339 27.7258,40.2339 24.0458,40.2339 21.4858,41.7339 21.4858,43.8339 24.0458,45.2339
COUNTRY	BFA	-1.5616	12.2383	-3.3616,16.2383 3.4384,14.3183 3.4384,11.2783 1.2384,8.2383 -3.3616,8.2383 -6.5616,10.6383 -6.5616,13.9983 -3.3616,16.2383
COUNTRY	BDI	29.9189	-3.3731	28.1189,0.6269 34.9189,-1.2931 34.9189,-4.3331 32.7189,-7.3731 28.1189,-7.3731 24.9189,-4.9731 24.9189,-1.6131 28.1189,0.6269
COUNTRY	CMR	12.3547	7.3697	10.5547,11.3697 17.3547,9.4497 17.3547,6.4097 15.1547,3.3697 10.5547,3.3697 7.3547,5.7697 7.3547,9.1297 10.5547,11.3697
COUNTRY	CPV	-23.0418	16.5388	-24.8418,20.5388 -18.0418,18.6188 -18.0418,15.5788 -20.2418,12.5388 -24.8418,12.5388 -28.0418,14.9388 -28.0418,18.2988 -24.8418,20.5388
COUNTRY	CAF	20.9394	6.6111	19.1394,10.6111 25.9394,8.6911 25.9394,5.6511 23.7394,2.6111 19.1394,2.6111 15.9394,5.0111 15.9394,8.3711 19.1394,10.6111
COUNTRY	TCD	18.7322	15.4542	16.9322,19.4542 23.7322,17.5342 23.7322,14.4942 21.5322,11.4542 16.9322,11.4542 13.7322,13.8542 13.7322,17.2142 16.9322,19.4542
COUNTRY	CHL	-71.5430	-35.6751	-72.9830,-21.6751 -67.5430,-28.3951 -67.5430,-39.0351 -69.3030,-49.6751 -72.9830,-49.6751 -75.5430,-41.2751 -75.5430,-29.5151 -72.9830,-21.6751
COUNTRY	COL	-74.2973	4.5709	-76.4573,10.5709 -68.2973,7.6909 -68.2973,3.1309 -70.9373,-1.4291 -76.4573,-1.4291 -80.2973,2.1709 -80.2973,7.2109 -76.4573,10.5709
COUNTRY	COM	43.8722	-11.8750	42.0722,-7.8750 48.8722,-9.7950 48.8722,-12.8350 46.6722,-15.8750 42.0722,-15.8750 38.8722,-13.4750 38.8722,-10.1150 42.0722,-7.8750
COUNTRY	COG	15.8277	-0.2280	14.0277,3.7720 20.8277,1.8520 20.8277,-1.1880 18.6277,-4.2280 14.0277,-4.2280 10.8277,-1.8280 10.8277,1.5320 14.0277,3.7720
COUNTRY	COD	21.7587	-4.0383	19.9587,-0.0383 26.7587,-1.9583 26.7587,-4.9983 24.5587,-8.0383 19.9587,-8.0383 16.7587,-5.6383 16.7587,-2.2783 19.9587,-0.0383
COUNTRY	CRI	-83.7534	9.7489	-85.7334,14.2489 -78.2534,12.0889 -78.2534,8.6689 -80.6734,5.2489 -85.7334,5.2489 -89.2534,7.9489 -89.2534,11.7289 -85.7334,14.2489
COUNTRY	CIV	-5.5471	7.5400	-7.3471,11.5400 -0.5471,9.6200 -0.5471,6.5800 -2.7471,3.5400 -7.3471,3.5400 -10.5471,5.9400 -10.5471,9.3000 -7.3471,11.5400
COUNTRY	HRV	15.2000	45.1000	14.1920,47.5000 18.0000,46.3480 18.0000,44.5240 16.7680,42.7000 14.1920,42.7000 12.4000,44.1400 12.4000,46.1560 14.1920,47.5000
COUNTRY	CUB	-77.7812	21.5218	-79.7612,26.0218 -72.2812,23.8618 -72.2812,20.4418 -74.7012,17.0218 -79.7612,17.0218 -83.2812,19.7218 -83.2812,23.5018 -79.7612,26.0218
COUNTRY	CYP	33.4299	35.1264	32.4219,37.5264 36.2299,36.3744 36.2299,34.5504 34.9979,32.7264 32.4219,32.7264 30.6299,34.1664 30.6299,36.1824 32.4219,37.5264
COUNTRY	CZE	15.4730	49.8175	14.3930,52.3175 18.4730,51.1175 18.4730,49.2175 17.1530,47.3175 14.3930,47.3175 12.4730,48.8175 12.4730,50.9175 14.3930,52.3175
COUNTRY	DJI	42.5903	11.8251	40.7903,15.8251 47.5903,13.9051 47.5903,10.8651 45.3903,7.8251 40.7903,7.8251 37.5903,10.2251 37.5903,13.5851 40.7903,15.8251
COUNTRY	DOM	-70.1627	18.7357	-72.1427,23.2357 -64.6627,21.0757 -64.6627,17.6557 -67.0827,14.2357 -72.1427,14.2357 -75.6627,16.9357 -75.6627,20.7157 -72.1427,23.2357
COUNTRY	ECU	-78.1834	-1.8312	-79.2634,1.1688 -75.1834,-0.2712 -75.1834,-2.5512 -76.5034,-4.8312 -79.2634,-4.8312 -81.1834,-3.0312 -81.1834,-0.5112 -79.2634,1.1688
COUNTRY	SLV	-88.8965	13.7942	-90.8765,18.2942 -83.3965,16.1342 -83.3965,12.7142 -85.8165,9.2942 -90.8765,9.2942 -94.3965,11.9942 -94.3965,15.7742 -90.8765,18.2942
COUNTRY	GNQ	10.2679	1.6508	8.4679,5.6508 15.2679,3.7308 15.2679,0.6908 13.0679,-2.3492 8.4679,-2.3492 5.2679,0.0508 5.2679,3.4108 8.4679,5.6508
COUNTRY	ERI	39.7823	15.1794	37.9823,19.1794 44.7823,17.2594 44.7823,14.2194 42.5823,11.1794 37.9823,11.1794 34.7823,13.5794 34.7823,16.9394 37.9823,19.1794
COUNTRY	EST	25.0136	58.5953	23.7716,61.0953 28.4636,59.8953 28.4636,57.9953 26.9456,56.0953 23.7716,56.0953 21.5636,57.5953 21.5636,59.6953 23.7716,61.0953
COUNTRY	SWZ	31.4659	-26.5225	29.6659,-22.5225 36.4659,-24.4425 36.4659,-27.4825 34.2659,-30.5225 29.6659,-30.5225 26.4659,-28.1225 26.4659,-24.7625 29.6659,-22.5225
