# Natural Earth 1:110m land, preprocessed for offline JavaFX Canvas rendering.
# Format: LAND<TAB>id<TAB>lon,lat lon,lat ...
# Format: LABEL<TAB>text<TAB>lon<TAB>lat
LAND	land_0001	-59.57209,-80.04018 -59.86585,-80.54966 -60.15966,-81.00033 -62.25539,-80.86318 -64.48812,-80.92193 -65.74167,-80.58883 -65.74167,-80.54966 -66.29003,-80.25577 -64.03769,-80.29494 -61.88325,-80.39287 -61.13898,-79.98137 -60.61012,-79.62868 -59.57209,-80.04018
LAND	land_0002	-159.20818,-79.49706 -161.12760,-79.63421 -162.43985,-79.28146 -163.02741,-78.92877 -163.06660,-78.86997 -163.71290,-78.59567 -163.71290,-78.59567 -163.10580,-78.22334 -161.24511,-78.38018 -160.24621,-78.69365 -159.48240,-79.04634 -159.20818,-79.49706
LAND	land_0003	-45.15476,-78.04707 -43.92083,-78.47810 -43.48995,-79.08556 -43.37244,-79.51664 -43.33327,-80.02612 -44.88054,-80.33964 -46.50617,-80.59436 -48.38642,-80.82949 -50.48211,-81.02544 -52.85199,-80.96668 -54.16426,-80.63353 -53.98799,-80.22203 -51.85313,-79.94773 -50.99133,-79.61462 -50.36460,-79.18349 -49.91413,-78.81121 -49.30696,-78.45857 -48.66062,-78.04702 -48.66062,-78.04702 -48.15140,-78.04707 -46.66286,-77.83148 -45.15476,-78.04707
LAND	land_0004	-121.21151,-73.50099 -119.91885,-73.65772 -118.72414,-73.48135 -119.29212,-73.83410 -120.23222,-74.08881 -121.62283,-74.01047 -122.62174,-73.65778 -122.62174,-73.65778 -122.40624,-73.32462 -121.21151,-73.50099
LAND	land_0005	-125.55957,-73.48135 -124.03188,-73.87327 -124.61947,-73.83410 -125.91218,-73.73612 -127.28313,-73.46177 -127.28313,-73.46177 -126.55847,-73.24623 -125.55957,-73.48135
LAND	land_0006	-98.98155,-71.93333 -97.88474,-72.07054 -96.78794,-71.95297 -96.20035,-72.52120 -96.98377,-72.44286 -98.19808,-72.48203 -99.43201,-72.44286 -100.78346,-72.50162 -101.80187,-72.30566 -102.33073,-71.89416 -102.33073,-71.89416 -101.70397,-71.71779 -100.43092,-71.85499 -98.98155,-71.93333
LAND	land_0007	-68.45135,-70.95582 -68.33383,-71.40649 -68.51013,-71.79841 -68.78430,-72.17074 -69.95947,-72.30788 -71.07589,-72.50384 -72.38813,-72.48426 -71.89850,-72.09234 -73.07362,-72.22949 -74.19004,-72.36669 -74.95390,-72.07276 -75.01262,-71.66126 -73.91582,-71.26935 -73.91582,-71.26934 -73.23033,-71.15178 -72.07472,-71.19095 -71.78096,-70.68147 -71.72218,-70.30920 -71.74179,-69.50578 -71.17382,-69.03548 -70.25325,-68.87874 -69.72445,-69.25102 -69.48942,-69.62335 -69.05852,-70.07402 -68.72554,-70.50515 -68.45135,-70.95582
LAND	land_0008	-58.61414,-64.15247 -59.04507,-64.36801 -59.78934,-64.21122 -60.61193,-64.30920 -61.29742,-64.54433 -62.02210,-64.79909 -62.51176,-65.09303 -62.64886,-65.48494 -62.59013,-65.85722 -62.12008,-66.19033 -62.80557,-66.42551 -63.74569,-66.50385 -64.29411,-66.83700 -64.88169,-67.15047 -65.50843,-67.58161 -65.66508,-67.95389 -65.31255,-68.36534 -64.78372,-68.67891 -63.96110,-68.91398 -63.19730,-69.22756 -62.78596,-69.61942 -62.57052,-69.99175 -62.27674,-70.38366 -61.80666,-70.71677 -61.51291,-71.08904 -61.37581,-72.01007 -61.08198,-72.38235 -61.00366,-72.77426 -60.69027,-73.16618 -60.82737,-73.69524 -61.37581,-74.10674 -61.96337,-74.43985 -63.29520,-74.57700 -63.74569,-74.92974 -64.35284,-75.26285 -65.86099,-75.63512 -67.19282,-75.79191 -68.44628,-76.00745 -69.79772,-76.22299 -70.60072,-76.63449 -72.20678,-76.67366 -73.96954,-76.63449 -75.55598,-76.71289 -77.24037,-76.71289 -76.92698,-77.10480 -75.39929,-77.28107 -74.28288,-77.55542 -73.65612,-77.90811 -74.77254,-78.22163 -76.49610,-78.12365 -77.92586,-78.37842 -77.98467,-78.78992 -78.02379,-79.18183 -76.84864,-79.51494 -76.63322,-79.88722 -75.36010,-80.25955 -73.24485,-80.41633 -71.44295,-80.69063 -70.01316,-81.00415 -68.19165,-81.31767 -65.70428,-81.47446 -63.25603,-81.74876 -61.55203,-82.04269 -59.69142,-82.37585 -58.71212,-82.84611 -58.22249,-83.21843 -57.00812,-82.86569 -55.36289,-82.57175 -53.61977,-82.25823 -51.54364,-82.00352 -49.76135,-81.72917 -47.27393,-81.70959 -44.82571,-81.84673 -42.80836,-82.08191 -42.16202,-81.65083 -40.77143,-81.35689 -38.24482,-81.33731 -36.26667,-81.12171 -34.38640,-80.90617 -32.31030,-80.76902 -30.09710,-80.59265 -28.54980,-80.33794 -29.25490,-79.98520 -29.68580,-79.63250 -29.68580,-79.26023 -31.62481,-79.29940 -33.68132,-79.45613 -35.63991,-79.45613 -35.91411,-79.08385 -35.77701,-78.33925 -35.32655,-78.12365 -33.89676,-77.88853 -32.21237,-77.65345 -30.99805,-77.35952 -29.78373,-77.06558 -28.88278,-76.67366 -27.51175,-76.49734 -26.16034,-76.36014 -25.47482,-76.28180 -23.92755,-76.24258 -22.45860,-76.10543 -21.22469,-75.90947 -20.01037,-75.67435 -18.91354,-75.43922 -17.52298,-75.12570 -16.64159,-74.79254 -15.70149,-74.49860 -15.40771,-74.10674 -16.46532,-73.87161 -16.11278,-73.46011 -15.44685,-73.14654 -14.40880,-72.95059 -13.31197,-72.71546 -12.29351,-72.40194 -11.51007,-72.01007 -11.02043,-71.53977 -10.29577,-71.26542 -9.10102,-71.32422 -8.61138,-71.65733 -7.41662,-71.69650 -7.37745,-71.32422 -6.86823,-70.93231 -5.79099,-71.03029 -5.53637,-71.40262 -4.34167,-71.46137 -3.04898,-71.28505 -1.79549,-71.16744 -0.65949,-71.22625 -0.22864,-71.63774 0.86820,-71.30464 1.88669,-71.12827 3.02264,-70.99112 4.13905,-70.85392 5.15755,-70.61879 6.27391,-70.46206 7.13572,-70.24651 7.74287,-69.89377 8.48711,-70.14853 9.52514,-70.01133 10.24985,-70.48164 10.81782,-70.83433 11.95382,-70.63837 12.40429,-70.24651 13.42278,-69.97216 14.73500,-70.03092 15.12676,-70.40325 15.94934,-70.03092 17.02659,-69.91335 18.20171,-69.87418 19.25937,-69.89377 20.37574,-70.01133 21.45299,-70.07014 21.92303,-70.40325 22.56940,-70.69718 23.66618,-70.52081 24.84136,-70.48164 25.97731,-70.48164 27.09373,-70.46206 28.09258,-70.32485 29.15024,-70.20729 30.03158,-69.93294 30.97173,-69.75662 31.99017,-69.65864 32.75405,-69.38429 33.30244,-68.83564 33.87042,-68.50259 34.90850,-68.65927 35.30020,-69.01201 36.16201,-69.24714 37.20003,-69.16875 37.90511,-69.52144 38.64940,-69.77621 39.66789,-69.54108 40.02043,-69.10994 40.92136,-68.93362 41.95943,-68.60051 42.93870,-68.46331 44.11388,-68.26741 44.89729,-68.05187 45.71993,-67.81674 46.50334,-67.60120 47.44344,-67.71876 48.34442,-67.36607 48.99074,-67.09172 49.93089,-67.11130 50.75347,-66.87618 50.94933,-66.52348 51.79155,-66.24913 52.61413,-66.05318 53.61304,-65.89639 54.53355,-65.81805 55.41494,-65.87681 56.35504,-65.97478 57.15809,-66.24913 57.25597,-66.68022 58.13736,-67.01332 58.74451,-67.28767 59.93932,-67.40524 60.60522,-67.67959 61.42781,-67.95389 62.38749,-68.01269 63.19049,-67.81674 64.05235,-67.40524 64.99245,-67.62073 65.97172,-67.73834 66.91186,-67.85591 67.89113,-67.93430 68.89004,-67.93430 69.71262,-68.97279 69.67345,-69.22756 69.55594,-69.67823 68.59626,-69.93294 67.81274,-70.30527 67.94989,-70.69718 69.06631,-70.67754 68.92916,-71.06946 68.41999,-71.44179 67.94989,-71.85329 68.71377,-72.16681 69.86931,-72.26479 71.02490,-72.08841 71.57328,-71.69650 71.90629,-71.32422 72.45463,-71.01070 73.08141,-70.71677 73.33602,-70.36402 73.86488,-69.87418 74.49156,-69.77621 75.62756,-69.73703 76.62646,-69.61942 77.64490,-69.46268 78.13454,-69.07077 78.42837,-68.69844 79.11386,-68.32622 80.09313,-68.07150 80.93535,-67.87555 81.48379,-67.54239 82.05177,-67.36607 82.77643,-67.20928 83.77533,-67.30726 84.67621,-67.20928 85.65553,-67.09172 86.75236,-67.15047 87.47702,-66.87618 87.98629,-66.20991 88.35841,-66.48426 88.82841,-66.95457 89.67063,-67.15047 90.63036,-67.22887 91.59010,-67.11130 92.60854,-67.18970 93.54864,-67.20928 94.17542,-67.11130 95.01759,-67.17011 95.78147,-67.38565 96.68240,-67.24850 97.75965,-67.24850 98.68021,-67.11130 99.71818,-67.24850 100.38419,-66.91535 100.89336,-66.58224 101.57890,-66.30789 102.83241,-65.56328 103.47868,-65.70049 104.24256,-65.97478 104.90846,-66.32753 106.18156,-66.93493 107.16088,-66.95457 108.08139,-66.95457 109.15864,-66.83700 110.23583,-66.69980 111.05847,-66.42551 111.74396,-66.13157 112.86038,-66.09235 113.60467,-65.87681 114.38809,-66.07276 114.89731,-66.38628 115.60238,-66.69980 116.69916,-66.66063 117.38470,-66.91535 118.57946,-67.17011 119.83292,-67.26809 120.87100,-67.18970 121.65442,-66.87618 122.32037,-66.56265 123.22130,-66.48426 124.12227,-66.62146 125.16025,-66.71939 126.10040,-66.56265 127.00143,-66.56265 127.88277,-66.66063 128.80328,-66.75861 129.70426,-66.58224 130.78145,-66.42551 131.79995,-66.38628 132.93590,-66.38628 133.85646,-66.28830 134.75739,-66.20996 135.03158,-65.72007 135.07075,-65.30857 135.69749,-65.58287 135.87381,-66.03359 136.20670,-66.44509 136.61805,-66.77820 137.46027,-66.95457 138.59622,-66.89576 139.90844,-66.87618 140.80942,-66.81737 142.12169,-66.81737 143.06184,-66.79778 144.37406,-66.83700 145.49043,-66.91535 146.19555,-67.22887 145.99970,-67.60120 146.64607,-67.89513 147.72326,-68.13026 148.83963,-68.38502 150.13231,-68.56129 151.48370,-68.71813 152.50225,-68.87481 153.63820,-68.89450 154.28457,-68.56129 155.16586,-68.83564 155.92979,-69.14921 156.81113,-69.38429 158.02553,-69.48227 159.18101,-69.59983 159.67070,-69.99175 160.80665,-70.22688 161.57048,-70.57962 162.68690,-70.73635 163.84243,-70.71677 164.91968,-70.77552 166.11444,-70.75594 167.30910,-70.83433 168.42562,-70.97148 169.46359,-71.20666 170.50167,-71.40262 171.20679,-71.69650 171.08923,-72.08841 170.56042,-72.44116 170.10996,-72.89183 169.75737,-73.24452 169.28732,-73.65602 167.97510,-73.81281 167.38749,-74.16550 166.09480,-74.38104 165.64439,-74.77295 164.95885,-75.14528 164.23419,-75.45880 163.82280,-75.87030 163.56824,-76.24258 163.47026,-76.69330 163.48990,-77.06558 164.05787,-77.45744 164.27336,-77.82977 164.74346,-78.18251 166.60413,-78.31961 166.99578,-78.75075 165.19388,-78.90748 163.66622,-79.12302 161.76639,-79.16225 160.92416,-79.73048 160.74789,-80.20074 160.31696,-80.57307 159.78821,-80.94540 161.12002,-81.27850 161.62929,-81.69000 162.49099,-82.06228 163.70534,-82.39544 165.09595,-82.70896 166.60413,-83.02248 168.89567,-83.33600 169.40478,-83.82589 172.28393,-84.04143 172.47705,-84.11791 173.22408,-84.41371 175.98567,-84.15900 178.27721,-84.47252 180.00000,-84.71338 180.00000,-90.00000 -180.00000,-90.00000 -180.00000,-84.71338 -179.94250,-84.72144 -179.05868,-84.13941 -177.25677,-84.45293 -177.14081,-84.41794 -176.86199,-84.33381 -176.52395,-84.23181 -176.23030,-84.14320 -176.08467,-84.09926 -175.93410,-84.10159 -175.82988,-84.11791 -174.38250,-84.53432 -173.11656,-84.11791 -172.88911,-84.06102 -169.95122,-83.88465 -168.99999,-84.11791 -168.53020,-84.23739 -167.02210,-84.57050 -164.18214,-84.82521 -161.92978,-85.13873 -158.07138,-85.37391 -155.19225,-85.09956 -150.94210,-85.29552 -148.53307,-85.60904 -145.88892,-85.31510 -143.10772,-85.04075 -142.89228,-84.57050 -146.82907,-84.53127 -150.06073,-84.29615 -150.90293,-83.90423 -153.58620,-83.68869 -153.40991,-83.23802 -153.03776,-82.82652 -152.66564,-82.45419 -152.86152,-82.04269 -154.52630,-81.76839 -155.29018,-81.41565 -156.83745,-81.10213 -154.40879,-81.16094 -152.09766,-81.00415 -150.64829,-81.33731 -148.86600,-81.04337 -147.22075,-80.67105 -146.41775,-80.33794 -146.77029,-79.92644 -148.06295,-79.65209 -149.53190,-79.35820 -151.58842,-79.29940 -153.39032,-79.16225 -155.32938,-79.06427 -155.97567,-78.69194 -157.26830,-78.37842 -158.05177,-78.02568 -158.36513,-76.88921 -157.87547,-76.98724 -156.97457,-77.30076 -155.32938,-77.20273 -153.74283,-77.06558 -152.92025,-77.49666 -151.33378,-77.39874 -150.00195,-77.18314 -148.74849,-76.90884 -147.61248,-76.57574 -146.10441,-76.47776 -146.14353,-76.10543 -146.49609,-75.73315 -146.20231,-75.38041 -144.90962,-75.20404 -144.32204,-75.53720 -142.79435,-75.34124 -141.63876,-75.08647 -140.20901,-75.06689 -138.85759,-74.96891 -137.50620,-74.73378 -136.42890,-74.51824 -135.21458,-74.30270 -134.43119,-74.36146 -133.74565,-74.43985 -132.25717,-74.30270 -130.92531,-74.47902 -129.55428,-74.45943 -128.24204,-74.32228 -126.89062,-74.42026 -125.40208,-74.51824 -124.01150,-74.47902 -122.56215,-74.49860 -121.07361,-74.51824 -119.70256,-74.47902 -118.68415,-74.18508 -117.46980,-74.02835 -116.21631,-74.24389 -115.02155,-74.06752 -113.94433,-73.71483 -113.29799,-74.02835 -112.94545,-74.38104 -112.29908,-74.71420 -111.26106,-74.42026 -110.06633,-74.79254 -108.71491,-74.91010 -107.55935,-75.18445 -106.14915,-75.12570 -104.87607,-74.94933 -103.36795,-74.98850 -102.01651,-75.12570 -100.64553,-75.30202 -100.11670,-74.87093 -100.76304,-74.53783 -101.25270,-74.18508 -102.54534,-74.10674 -103.11331,-73.73441 -103.32875,-73.36208 -103.68129,-72.61753 -102.91748,-72.75468 -101.60524,-72.81344 -100.31253,-72.75468 -99.13738,-72.91141 -98.11889,-73.20535 -97.68804,-73.55804 -96.33660,-73.61685 -95.04396,-73.47970 -93.67291,-73.28374 -92.43900,-73.16618 -91.42056,-73.40131 -90.08873,-73.32291 -89.22695,-72.55872 -88.42395,-73.00939 -87.26834,-73.18576 -86.01482,-73.08779 -85.19224,-73.47970 -83.87999,-73.51887 -82.66565,-73.63643 -81.47091,-73.85198 -80.68745,-73.47970 -80.29579,-73.12696 -79.29689,-73.51887 -77.92586,-73.42089 -76.90737,-73.63643 -76.22188,-73.96954 -74.89005,-73.87161 -73.85202,-73.65602 -72.83353,-73.40131 -71.61921,-73.26416 -70.20904,-73.14654 -68.93592,-73.00939 -67.95662,-72.79385 -67.36906,-72.48033 -67.13404,-72.04924 -67.25155,-71.63774 -67.56494,-71.24583 -67.91748,-70.85392 -68.23084,-70.46206 -68.48545,-70.10931 -68.54421,-69.71740 -68.44628,-69.32554 -67.97623,-68.95321 -67.58450,-68.54171 -67.42784,-68.14984 -67.62367,-67.71876 -67.74118,-67.32685 -67.25155,-66.87618 -66.70318,-66.58224 -66.05682,-66.20996 -65.37133,-65.89639 -64.56828,-65.60251 -64.17654,-65.17142 -63.62815,-64.89707 -63.00139,-64.64231 -62.04169,-64.58355 -61.41493,-64.27003 -60.70985,-64.07407 -59.88727,-63.95651 -59.16258,-63.70175 -58.59456,-63.38822 -57.81114,-63.27066 -57.22358,-63.52542 -57.59573,-63.85853 -58.61414,-64.15247
LAND	land_0009	-67.75000,-53.85000 -66.45000,-54.45000 -65.05000,-54.70000 -65.50000,-55.20000 -66.45000,-55.25000 -66.95992,-54.89681 -67.29103,-55.30124 -68.14863,-55.61183 -69.23210,-55.49906 -69.95809,-55.19843 -71.00568,-55.05383 -72.26390,-54.49514 -73.28520,-53.95752 -74.66253,-52.83749 -73.83810,-53.04743 -72.43418,-53.71540 -71.10773,-54.07433 -70.59178,-53.61583 -70.26748,-52.93123 -69.34565,-52.51830 -68.63411,-52.63625 -68.63401,-52.63637 -68.25000,-53.10000 -67.75000,-53.85000
LAND	land_0010	-58.55000,-51.10000 -57.75000,-51.55000 -58.05000,-51.90000 -59.40000,-52.20000 -59.85000,-51.85000 -60.70000,-52.30000 -61.20000,-51.85000 -60.00000,-51.25000 -59.15000,-51.50000 -58.55000,-51.10000
